year,month,day,region,iso_country_code,total_visits,total_devices_seen,total_home_visits,total_home_visitors
2018,1,29,vt,US,37643,13741,13552,8229
2018,1,29,wa,US,614562,222774,201995,134733
2018,1,29,wi,US,488229,174245,192760,118213
2018,1,29,wv,US,138173,53299,54174,33756
2018,1,29,wy,US,39967,14039,13984,8582
2018,1,30,ALL,"",34357215,11006379,11388636,7065000
2018,1,30,ALL_CA,CA,1,1,1,1
2018,1,30,ALL_US,US,34357214,11006378,11388635,7064999
2018,1,30,ak,US,48637,17972,15761,10922
2018,1,30,al,US,633744,207347,223382,138121
2018,1,30,ar,US,357067,114624,123480,74877
2018,1,30,as,US,50,33,43,31
2018,1,30,az,US,678556,212720,210905,132171
2018,1,30,bc,CA,1,1,1,1
2018,1,30,ca,US,4166335,1225792,1189594,753173
2018,1,30,co,US,556179,178342,173862,109768
2018,1,30,ct,US,275754,99411,102099,62457
2018,1,30,dc,US,224132,77764,37004,24310
2018,1,30,de,US,80569,30377,28787,17989
2018,1,30,fl,US,3238858,1017594,958327,595978
2018,1,30,ga,US,1271617,390907,421636,253064
2018,1,30,gu,US,4792,2021,2229,1404
2018,1,30,hi,US,143094,41772,34094,22971
2018,1,30,ia,US,308424,108272,117650,72675
2018,1,30,id,US,131767,45497,47783,29735
2018,1,30,il,US,1245035,414035,432443,265958
2018,1,30,in,US,624875,214326,232623,141878
2018,1,30,ks,US,351552,121712,132009,81270
2018,1,30,ky,US,415112,144642,150792,93772
2018,1,30,la,US,552649,181784,187200,116116
2018,1,30,ma,US,530047,193165,177002,110328
2018,1,30,md,US,590182,207852,198220,123204
2018,1,30,me,US,77153,29569,30866,19737
2018,1,30,mi,US,924600,320825,354584,217911
2018,1,30,mn,US,499505,170161,178468,112700
2018,1,30,mo,US,658572,221727,235932,144609
2018,1,30,mp,US,444,276,433,275
2018,1,30,ms,US,320049,103936,108585,66437
2018,1,30,mt,US,74491,26306,26665,17422
2018,1,30,nc,US,1063820,359154,392329,241787
2018,1,30,nd,US,73673,26425,26913,16961
2018,1,30,ne,US,225635,78769,85503,52850
2018,1,30,nh,US,104609,37167,40457,24186
2018,1,30,nj,US,896110,310173,328057,193475
2018,1,30,nm,US,136734,49495,45482,29342
2018,1,30,nv,US,368836,107706,93379,60264
2018,1,30,ny,US,1843045,636955,579644,361887
2018,1,30,oh,US,1097091,375671,411461,251670
2018,1,30,ok,US,542234,183072,189741,118582
2018,1,30,or,US,332983,109171,105773,68440
2018,1,30,pa,US,1047138,379898,382443,238497
2018,1,30,pr,US,75803,30988,31351,19194
2018,1,30,ri,US,79798,31068,29232,18388
2018,1,30,sc,US,506315,168640,184524,110851
2018,1,30,sd,US,73657,25984,27102,17147
2018,1,30,tn,US,733382,237249,251129,154035
2018,1,30,tx,US,3698067,1137093,1183041,728735
2018,1,30,ut,US,285031,87848,96094,56521
2018,1,30,va,US,811615,276221,283168,172864
2018,1,30,vi,US,400,237,0,0
2018,1,30,vt,US,38249,14127,14023,8842
2018,1,30,wa,US,654787,230844,207615,137747
2018,1,30,wi,US,509218,186871,199175,126993
2018,1,30,wv,US,133348,54366,53785,35064
2018,1,30,wy,US,41795,15217,14756,9414
2018,1,31,ALL,"",35454469,10802076,11420162,6927918
2018,1,31,ALL_CA,CA,1,1,1,1
2018,1,31,ALL_US,US,35454468,10802075,11420161,6927917
2018,1,31,ak,US,47351,16897,14955,10274
2018,1,31,al,US,649264,201540,223515,134679
2018,1,31,ar,US,371098,113708,124892,73791
2018,1,31,as,US,48,32,38,28
2018,1,31,az,US,695804,208178,212256,129464
2018,1,31,bc,CA,1,1,1,1
2018,1,31,ca,US,4139285,1185526,1172613,730396
2018,1,31,co,US,568732,175630,174191,108269
2018,1,31,ct,US,299776,98897,104161,61155
2018,1,31,dc,US,226889,77608,36913,24055
2018,1,31,de,US,85086,30248,28733,17557
2018,1,31,fl,US,3394402,1003110,967183,586616
2018,1,31,ga,US,1331767,390105,422821,249757
2018,1,31,gu,US,4932,2051,2243,1406
2018,1,31,hi,US,143363,41010,33949,22301
2018,1,31,ia,US,316945,107435,120140,71883
2018,1,31,id,US,132560,44612,47234,28973
2018,1,31,il,US,1277662,407090,434113,260818
2018,1,31,in,US,655248,213996,235209,140585
2018,1,31,ks,US,368400,121850,134144,79872
2018,1,31,ky,US,430654,145617,151194,92222
2018,1,31,la,US,579987,180313,187717,114184
2018,1,31,ma,US,570206,192048,180282,108747
2018,1,31,md,US,609670,204767,196600,120452
2018,1,31,me,US,78720,28234,30235,18746
2018,1,31,mi,US,942902,311123,352927,212332
2018,1,31,mn,US,527442,170831,181802,111875
2018,1,31,mo,US,687900,220396,238496,142221
2018,1,31,mp,US,454,280,444,278
2018,1,31,ms,US,336752,103972,109815,65417
2018,1,31,mt,US,76404,26056,26906,17139
2018,1,31,nc,US,1118291,358154,393863,236975
2018,1,31,nd,US,77577,27162,27969,17077
2018,1,31,ne,US,230968,77256,84466,51205
2018,1,31,nh,US,108157,37488,40468,24023
2018,1,31,nj,US,915047,302723,325598,189273
2018,1,31,nm,US,139709,48599,45775,28707
2018,1,31,nv,US,368128,103691,92094,58375
2018,1,31,ny,US,1882341,620334,575828,352410
2018,1,31,oh,US,1138676,370522,414574,247296
2018,1,31,ok,US,559965,180788,191137,116364
2018,1,31,or,US,331270,105726,103749,66284
2018,1,31,pa,US,1109089,376170,385876,234270
2018,1,31,pr,US,83870,34817,34714,21168
2018,1,31,ri,US,89015,31092,29775,17720
2018,1,31,sc,US,526202,167670,184261,108859
2018,1,31,sd,US,78089,26220,27777,17063
2018,1,31,tn,US,765507,236297,253640,151922
2018,1,31,tx,US,3855296,1117716,1195525,717455
2018,1,31,ut,US,285388,86080,95886,55429
2018,1,31,va,US,853690,276918,284845,170618
2018,1,31,vi,US,452,253,0,0
2018,1,31,vt,US,39156,14306,14192,8832
2018,1,31,wa,US,646755,220289,204973,133999
2018,1,31,wi,US,516586,182422,199356,124467
2018,1,31,wv,US,142181,53493,52996,33251
2018,1,31,wy,US,43360,15415,15103,9383
